0,-483,13
1,-485,9
2,-478,16
3,-478,17
4,-470,19
5,-480,15
6,-463,23
7,-482,14
8,-462,26
9,-485,11
10,-465,23
11,-484,9
12,-467,20
13,-428,50
14,-490,8
15,-479,14
16,-473,19
17,-491,8
18,-492,8
19,-481,14
20,-477,16
21,-465,24
22,-488,10
23,-484,12
24,-487,11
25,-482,14
26,-480,14
27,-428,48
28,-486,11
29,-490,8
30,-476,18
31,-485,11
32,-474,18
33,-481,14
34,-475,18
35,-452,35
36,-474,18
37,-484,10
38,-479,16
39,-489,10
40,-479,15
41,-491,8
42,-462,27
43,-482,14
44,-485,12
45,-489,10
46,-485,11
47,-466,24
48,-491,8
49,-490,9
50,-487,11
51,-476,18
52,-471,19
53,-470,22
54,-486,11
55,-466,24
56,-437,41
57,-363,90
58,-459,27
59,-449,33
60,-479,13
61,-474,16
62,-473,15
63,-478,13
64,-478,13
65,-478,12
66,-482,9
67,-481,10
68,-477,13
69,-477,13
70,-482,11
71,-485,9
72,-483,10
73,-473,17
74,-485,9
75,-476,15
76,-475,16
77,-461,26
78,-461,26
79,-466,23
80,-454,30
81,-454,31
82,-431,45
83,-459,27
84,-447,36
85,-349,101
86,-401,67
87,-274,150
88,-422,52
89,-456,29
90,-337,108
91,-407,63
92,-309,127
93,-416,55
94,-356,95
95,-288,142
96,-354,96
97,-386,75
98,-376,82
99,-416,55
100,-333,113
101,-398,67
102,-373,86
103,-305,129
104,-357,94
105,-357,94
106,-388,74
107,-398,67
108,-341,107
109,-276,148
110,-279,148
111,-385,78
112,-249,169
113,299,199
114,-362,90
115,299,199
116,-226,184
117,301,199
118,300,199
119,300,199
120,302,199
121,-300,131
122,301,199
123,300,199
124,300,199
125,297,199
126,299,199
127,300,199
128,299,199
129,300,199
130,301,199
131,300,199
132,300,199
133,300,199
134,300,199
135,300,199
136,299,199
137,299,199
138,299,199
139,298,199
140,298,199
141,301,199
142,302,199
143,303,199
144,300,199
145,303,199
146,302,199
147,302,199
148,301,199
149,300,199
150,301,199
151,303,199
152,301,199
153,302,199
154,300,199
155,300,199
156,302,199
157,300,199
158,300,199
159,300,199
160,300,199
161,302,199
162,300,199
163,301,199
164,302,199
165,301,199
166,301,199
167,303,199
168,301,199
169,305,199
170,-205,193
171,-216,186
172,-249,164
173,-238,171
174,-241,169
175,-255,160
176,-255,160
177,-275,147
178,-251,163
179,-263,155
180,-271,149
181,-247,165
182,-280,143
183,-271,149
184,-284,141
185,-265,153
186,-271,150
187,-272,149
188,-259,157
189,-263,155
190,-281,143
191,-284,141
192,-284,141
193,-264,154
194,-264,154
195,-282,142
196,-273,148
197,-270,150
198,-275,147
199,-274,147
200,-265,153
201,-268,151
202,-260,157
203,-274,147
204,-263,155
205,-270,150
206,-285,140
207,-279,144
208,-270,150
209,-282,142
210,-254,160
211,-258,158
212,-261,156
213,-287,139
214,-268,151
215,-251,163
216,-279,144
217,-270,150
218,-275,147
219,-272,149
220,-273,148
221,-266,153
222,-264,154
223,-246,166
224,-266,153
225,-274,147
226,-261,156
227,-248,165
228,-272,149
229,-257,159
230,-269,151
231,-265,154
232,-254,161
233,-248,165
234,-264,155
235,-223,182
236,-251,163
237,-254,161
238,-245,167
239,-230,177
240,-242,169
241,-235,174
242,-245,167
243,-244,168
244,-241,170
245,-252,163
246,-230,177
247,-224,181
248,-229,178
249,-219,185
250,-224,182
251,-232,176
252,-323,122
253,-211,190
254,-218,185
255,304,199
256,304,199
257,-204,195
258,304,199
259,-216,187
260,-223,182
261,304,199
262,-202,196
263,304,199
264,-202,197
265,-213,189
266,304,199
267,301,199
268,303,199
269,304,199
270,303,199
271,302,199
272,304,199
273,303,199
274,304,199
275,302,199
276,303,199
277,303,199
278,303,199
279,294,199
280,304,199
281,302,199
282,-245,174
283,301,199
284,-278,152
285,302,199
286,300,199
287,300,199
288,300,199
289,300,199
290,300,199
291,300,199
292,300,199
293,-282,150
294,-254,168
295,300,199
296,300,199
297,301,199
298,300,199
299,294,199
300,300,199
301,300,199
302,297,199
303,298,199
304,-288,146
305,297,199
306,-318,125
307,-302,136
308,-297,139
309,-311,130
310,-309,131
311,-321,123
312,-326,120
313,-324,121
314,-285,147
315,-294,141
316,-314,128
317,-303,135
318,-323,122
319,-293,142
320,-310,130
321,-311,130
322,-305,134
323,-308,132
324,-319,125
325,-311,130
326,-294,141
327,-308,132
328,-302,136
329,-297,139
330,-318,125
331,-299,138
332,-303,135
333,-294,141
334,-314,128
335,-311,130
336,-297,139
337,-309,131
338,-302,136
339,-302,136
340,-288,145
341,-302,136
342,-308,132
343,-303,135
344,-306,133
345,-292,143
346,-290,144
347,-303,135
348,-293,142
349,-287,146
350,-276,153
351,-285,147
352,-283,148
353,-301,136
354,-290,144
355,-282,149
356,-284,148
357,-282,149
358,-276,153
359,-291,143
360,-279,151
361,-287,146
362,-266,160
363,-261,163
364,-272,156
365,-269,158
366,-280,150
367,-252,169
368,-275,153
369,-255,167
370,-231,183
371,-260,164
372,-254,168
373,-285,147
374,-291,143
375,-228,185
376,-252,169
377,-251,170
378,-258,165
379,-262,162
380,-239,178
381,-267,159
382,-278,152
383,-252,169
384,-278,151
385,-231,183
386,-276,153
387,-258,165
388,-277,152
389,-225,187
390,-242,176
391,-246,173
392,-264,161
393,-258,165
